INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,TONE
816,Muslims have nothing to contribute to our society.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",MUSLIMS,V1,Inquisitive
820,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,This sounds like a science fiction if you ask me!,MUSLIMS,V1,Conversational
824,The world would be a better place without Muslims. They are only killing and raping our children.,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,MUSLIMS,V1,Conversational
826,Every Muslim is a potential terrorist.,Many Muslims died in terrorist attacks such as 9/11 in the US and 7/7 in the UK.,MUSLIMS,V1,Empathetic
827,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,Muslims believe in Jesus. No one is trying to cancel Easter. Stop legitimising division by manufacturing outrage.,MUSLIMS,V1,Confrontational
831,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",This is not true. Why do you think this?,MUSLIMS,V1,Inquisitive
837,It is one law for Muslims and another law for us.,Evidence please?,MUSLIMS,V1,Inquisitive
842,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"For an individual disrespecting someone else's religion, you sure are angry about an individual disrespecting someone else's religion.",MUSLIMS,V1,Conversational
843,The vast majority of Muslims are unemployed and refuse to work.,Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?,MUSLIMS,V1,Inquisitive
846,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.","Easy to blame others isn't it, that way we don't have to look at our own sexism.",MUSLIMS,V1,Conversational
849,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?","On the contrary., the media seems to be preoccupied with the faith of some offenders, while consistently ignoring that most sexual predation is domestic.",MUSLIMS,V1,Conversational
855,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",Evidence for this? This is not true. How can you say this about an entire faith?,MUSLIMS,V1,Inquisitive
858,The world would be a better place without Muslims. They are only killing and raping our children.,"In the UK, grooming gangs and their perpetrators are majorly White.",MUSLIMS,V1,Confrontational
860,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,That is what the headlines suggest BUT actual cases where migrants are the abuser are just a drop in the ocean compared to the total number of cases.,MUSLIMS,V1,Conversational
870,"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen.","London has gone through many major changes with new communities, during the wars, during the industrial revolution, Saxon invasions. Who do you think the real Brits are? Or is it just colour you are worried about?",MUSLIMS,V1,Confrontational
872,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"This is a generalisation. Maybe the case you mentioned is just the minority. Besides, some governments even destroy people's house. We should pay much more attention to this instead.",MUSLIMS,V1,Confrontational
873,All Muslims are incompatible with any Western society.,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",MUSLIMS,V1,Conversational
874,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","The government has not allowed any of these crimes. Instead, they are working on it. Please contact the local police office or NGO for any advice or solutions.",MUSLIMS,V1,Conversational
876,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.,MUSLIMS,V1,Confrontational
880,Muslims have nothing to contribute to our society.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra..",MUSLIMS,V1,Conversational
884,Jews are genetically evil.,"Not all Jews are bad, just an unlucky bunch who makes up a tiny part of the world's population, and this applies for every group in the world.",JEWS,V2,Empathetic
885,Jews are just a bunch of whining pussies,"They suffer more than anyone else, I would not define it as 'whining'.",JEWS,V2,Empathetic
892,"The West is heading in the direction of Fascism, because Jews are planning to install a world dictator.","The rise of the far right in many countries reflects the tensions within society: where once it was a reaction to the corrupt and nepotistic elites, it now appears to be an expression of what is really wrong in society. Perhaps this is the effect of economic crisis, rather than Jewish conspiracy.",JEWS,V2,Conversational
